,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
103,,,,,4-apple,3-samsung,4-apple,3-samsung,0-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,0-apple,3-samsung,4-apple,,,4-apple,4-apple,,,,,,
104,,,,,4-apple,3-samsung,4-apple,3-samsung,4-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,0-apple,3-samsung,4-apple,,,4-apple,4-apple,,,,,,
105,,,,,,3-samsung,4-apple,3-samsung,4-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,0-apple,3-samsung,4-apple,,,4-apple,4-apple,,,,,,
106,,,,,,3-samsung,4-apple,4-apple,4-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,4-apple,3-samsung,4-apple,,,4-apple,4-apple,,,,,,
107,,,,,,3-samsung,4-apple,4-apple,4-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,4-apple,3-samsung,4-apple,,,4-apple,4-apple,,,,,,
108,,,,,,4-apple,4-apple,4-apple,4-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,4-apple,3-samsung,4-apple,,,4-apple,4-apple,,,,,,
109,,,,,,4-apple,4-apple,4-apple,4-apple,3-samsung,4-apple,4-apple,3-samsung,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,,,,,,
110,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,3-samsung,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,,,,,,
111,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,,,,,,
112,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
113,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
114,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,4-apple,,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
115,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
116,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
117,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
118,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
119,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,4-apple,,,,4-apple,,,,,,
120,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,
121,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,
122,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,
123,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,4-apple,,4-apple,,,,,4-apple,,,,,,
124,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,4-apple,,,,,4-apple,,,,,,
125,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,4-apple,,,,,4-apple,,,,,,
126,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,4-apple,,,,,4-apple,,,,,,
127,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,4-apple,,,,,,,,,,,
128,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,,,,,,,,,,,,
129,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,,,,,,,,,,,,
130,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,,,,,,,,,,,,
131,,,,,,4-apple,4-apple,4-apple,4-apple,4-apple,,,4-apple,,,,,,,,,,,,,,,,
132,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
133,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
134,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
135,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
136,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
137,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
138,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
139,,,,,,4-apple,4-apple,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
140,,,,,,4-apple,,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
141,,,,,,4-apple,,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
142,,,,,,4-apple,,4-apple,,,,,4-apple,,,,,,,,,,,,,,,,
143,,,,,,4-apple,,4-apple,,,,,,,,,,,,,,,,,,,,,
144,,,,,,4-apple,,4-apple,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
148,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,4-apple,,,,,,,,,,,,,,,,,,,,,
